state_or_territory,year,month,day,locally_acquired_cases,presumptive_viremic_blood_donors,symptomatic_disease_cases,travel_associated_cases
West Virginia,2017,Apr,5,0.0,1.0,11.0,0.0
Wisconsin,2017,Apr,5,0.0,0.0,56.0,0.0
Wyoming,2017,Apr,5,0.0,0.0,2.0,0.0
American Samoa,2017,Apr,5,0.0,0.0,132.0,0.0
Puerto Rico,2017,Apr,5,0.0,325.0,35375.0,0.0
US Virgin Islands,2017,Apr,5,0.0,0.0,997.0,0.0
Alabama,2017,Apr,12,0.0,0.0,40.0,0.0
Arizona,2017,Apr,12,0.0,1.0,55.0,0.0
Arkansas,2017,Apr,12,0.0,0.0,15.0,0.0
California,2017,Apr,12,0.0,5.0,439.0,0.0
Colorado,2017,Apr,12,0.0,0.0,58.0,0.0
Connecticut,2017,Apr,12,0.0,0.0,58.0,0.0
Delaware,2017,Apr,12,0.0,0.0,17.0,0.0
District of Columbia,2017,Apr,12,0.0,0.0,40.0,0.0
Florida‡,2017,Apr,12,0.0,26.0,1125.0,0.0
Georgia,2017,Apr,12,0.0,0.0,110.0,0.0
Hawaii,2017,Apr,12,0.0,0.0,16.0,0.0
Idaho,2017,Apr,12,0.0,0.0,4.0,0.0
Illinois,2017,Apr,12,0.0,0.0,108.0,0.0
Indiana,2017,Apr,12,0.0,0.0,51.0,0.0
Iowa,2017,Apr,12,0.0,1.0,27.0,0.0
Kansas,2017,Apr,12,0.0,0.0,22.0,0.0
Kentucky,2017,Apr,12,0.0,0.0,33.0,0.0
Louisiana,2017,Apr,12,0.0,0.0,39.0,0.0
Maine,2017,Apr,12,0.0,0.0,14.0,0.0
Maryland,2017,Apr,12,0.0,0.0,134.0,0.0
Massachusetts,2017,Apr,12,0.0,1.0,126.0,0.0
Michigan,2017,Apr,12,0.0,0.0,72.0,0.0
Minnesota,2017,Apr,12,0.0,0.0,64.0,0.0
Mississippi,2017,Apr,12,0.0,0.0,25.0,0.0
Missouri,2017,Apr,12,0.0,0.0,36.0,0.0
Montana,2017,Apr,12,0.0,0.0,9.0,0.0
Nebraska,2017,Apr,12,0.0,0.0,13.0,0.0
Nevada,2017,Apr,12,0.0,1.0,22.0,0.0
New Hampshire,2017,Apr,12,0.0,0.0,13.0,0.0
New Jersey,2017,Apr,12,0.0,0.0,188.0,0.0
New Mexico,2017,Apr,12,0.0,0.0,10.0,0.0
New York,2017,Apr,12,0.0,3.0,1020.0,0.0
North Carolina,2017,Apr,12,0.0,0.0,100.0,0.0
North Dakota,2017,Apr,12,0.0,0.0,3.0,0.0
Ohio,2017,Apr,12,0.0,0.0,85.0,0.0
Oklahoma,2017,Apr,12,0.0,0.0,29.0,0.0
Oregon,2017,Apr,12,0.0,0.0,48.0,0.0
Pennsylvania,2017,Apr,12,0.0,0.0,178.0,0.0
Rhode Island,2017,Apr,12,0.0,0.0,55.0,0.0
South Carolina,2017,Apr,12,0.0,0.0,57.0,0.0
South Dakota,2017,Apr,12,0.0,0.0,3.0,0.0
Tennessee,2017,Apr,12,0.0,0.0,61.0,0.0
Texas‡,2017,Apr,12,0.0,3.0,321.0,0.0
Utah,2017,Apr,12,0.0,0.0,22.0,0.0
Vermont,2017,Apr,12,0.0,0.0,13.0,0.0
Virginia,2017,Apr,12,0.0,0.0,115.0,0.0
Washington,2017,Apr,12,0.0,0.0,72.0,0.0
West Virginia,2017,Apr,12,0.0,1.0,11.0,0.0
Wisconsin,2017,Apr,12,0.0,0.0,56.0,0.0
Wyoming,2017,Apr,12,0.0,0.0,2.0,0.0
American Samoa,2017,Apr,12,0.0,0.0,132.0,0.0
Puerto Rico,2017,Apr,12,0.0,325.0,35397.0,0.0
US Virgin Islands,2017,Apr,12,0.0,0.0,997.0,0.0
Alabama,2017,Apr,19,0.0,1.0,40.0,0.0
Arizona,2017,Apr,19,0.0,1.0,55.0,0.0
Arkansas,2017,Apr,19,0.0,0.0,15.0,0.0
California,2017,Apr,19,0.0,5.0,437.0,0.0
Colorado,2017,Apr,19,0.0,0.0,58.0,0.0
Connecticut,2017,Apr,19,0.0,0.0,58.0,0.0
Delaware,2017,Apr,19,0.0,0.0,17.0,0.0
District of Columbia,2017,Apr,19,0.0,0.0,40.0,0.0
Florida‡,2017,Apr,19,0.0,26.0,1131.0,0.0
Georgia,2017,Apr,19,0.0,0.0,110.0,0.0
Hawaii,2017,Apr,19,0.0,0.0,16.0,0.0
Idaho,2017,Apr,19,0.0,0.0,4.0,0.0
Illinois,2017,Apr,19,0.0,0.0,105.0,0.0
Indiana,2017,Apr,19,0.0,0.0,51.0,0.0
Iowa,2017,Apr,19,0.0,1.0,27.0,0.0
Kansas,2017,Apr,19,0.0,0.0,22.0,0.0
Kentucky,2017,Apr,19,0.0,0.0,33.0,0.0
Louisiana,2017,Apr,19,0.0,0.0,39.0,0.0
Maine,2017,Apr,19,0.0,0.0,14.0,0.0
Maryland,2017,Apr,19,0.0,0.0,134.0,0.0
Massachusetts,2017,Apr,19,0.0,1.0,126.0,0.0
Michigan,2017,Apr,19,0.0,0.0,72.0,0.0
Minnesota,2017,Apr,19,0.0,0.0,64.0,0.0
Mississippi,2017,Apr,19,0.0,0.0,25.0,0.0
Missouri,2017,Apr,19,0.0,0.0,36.0,0.0
Montana,2017,Apr,19,0.0,0.0,9.0,0.0
Nebraska,2017,Apr,19,0.0,0.0,13.0,0.0
Nevada,2017,Apr,19,0.0,1.0,22.0,0.0
New Hampshire,2017,Apr,19,0.0,0.0,13.0,0.0
New Jersey,2017,Apr,19,0.0,0.0,189.0,0.0
New Mexico,2017,Apr,19,0.0,0.0,10.0,0.0
New York,2017,Apr,19,0.0,3.0,1020.0,0.0
North Carolina,2017,Apr,19,0.0,0.0,100.0,0.0
North Dakota,2017,Apr,19,0.0,0.0,3.0,0.0
Ohio,2017,Apr,19,0.0,0.0,85.0,0.0
Oklahoma,2017,Apr,19,0.0,0.0,29.0,0.0
Oregon,2017,Apr,19,0.0,0.0,48.0,0.0
Pennsylvania,2017,Apr,19,0.0,0.0,179.0,0.0
Rhode Island,2017,Apr,19,0.0,0.0,55.0,0.0
South Carolina,2017,Apr,19,0.0,0.0,57.0,0.0
South Dakota,2017,Apr,19,0.0,0.0,3.0,0.0
Tennessee,2017,Apr,19,0.0,0.0,61.0,0.0
Texas‡,2017,Apr,19,0.0,4.0,322.0,0.0
Utah,2017,Apr,19,0.0,0.0,22.0,0.0
Vermont,2017,Apr,19,0.0,0.0,13.0,0.0
Virginia,2017,Apr,19,0.0,0.0,115.0,0.0
Washington,2017,Apr,19,0.0,0.0,72.0,0.0
West Virginia,2017,Apr,19,0.0,1.0,11.0,0.0
Wisconsin,2017,Apr,19,0.0,0.0,56.0,0.0
Wyoming,2017,Apr,19,0.0,0.0,2.0,0.0
American Samoa,2017,Apr,19,0.0,0.0,132.0,0.0
Puerto Rico,2017,Apr,19,0.0,325.0,35418.0,0.0
US Virgin Islands,2017,Apr,19,0.0,0.0,1109.0,0.0
Alabama,2017,Apr,26,0.0,1.0,40.0,0.0
Arizona,2017,Apr,26,0.0,1.0,55.0,0.0
Arkansas,2017,Apr,26,0.0,0.0,15.0,0.0
California,2017,Apr,26,0.0,5.0,444.0,0.0
Colorado,2017,Apr,26,0.0,0.0,59.0,0.0
Connecticut,2017,Apr,26,0.0,0.0,58.0,0.0
Delaware,2017,Apr,26,0.0,0.0,17.0,0.0
District of Columbia,2017,Apr,26,0.0,0.0,43.0,0.0
Florida‡,2017,Apr,26,0.0,26.0,1134.0,0.0
Georgia,2017,Apr,26,0.0,0.0,110.0,0.0
Hawaii,2017,Apr,26,0.0,0.0,16.0,0.0
Idaho,2017,Apr,26,0.0,0.0,4.0,0.0
Illinois,2017,Apr,26,0.0,0.0,103.0,0.0
Indiana,2017,Apr,26,0.0,0.0,51.0,0.0
Iowa,2017,Apr,26,0.0,1.0,27.0,0.0
Kansas,2017,Apr,26,0.0,0.0,22.0,0.0
Kentucky,2017,Apr,26,0.0,0.0,33.0,0.0
Louisiana,2017,Apr,26,0.0,0.0,39.0,0.0
Maine,2017,Apr,26,0.0,0.0,14.0,0.0
Maryland,2017,Apr,26,0.0,0.0,134.0,0.0
Massachusetts,2017,Apr,26,0.0,1.0,127.0,0.0
Michigan,2017,Apr,26,0.0,0.0,73.0,0.0
Minnesota,2017,Apr,26,0.0,0.0,64.0,0.0
Mississippi,2017,Apr,26,0.0,0.0,25.0,0.0
Missouri,2017,Apr,26,0.0,0.0,38.0,0.0
Montana,2017,Apr,26,0.0,0.0,9.0,0.0
Nebraska,2017,Apr,26,0.0,0.0,13.0,0.0
Nevada,2017,Apr,26,0.0,1.0,22.0,0.0
New Hampshire,2017,Apr,26,0.0,0.0,13.0,0.0
New Jersey,2017,Apr,26,0.0,0.0,189.0,0.0
New Mexico,2017,Apr,26,0.0,0.0,10.0,0.0
New York,2017,Apr,26,0.0,3.0,1021.0,0.0
North Carolina,2017,Apr,26,0.0,0.0,100.0,0.0
North Dakota,2017,Apr,26,0.0,0.0,3.0,0.0
Ohio,2017,Apr,26,0.0,0.0,85.0,0.0
Oklahoma,2017,Apr,26,0.0,0.0,29.0,0.0
Oregon,2017,Apr,26,0.0,0.0,49.0,0.0
Pennsylvania,2017,Apr,26,0.0,0.0,179.0,0.0
Rhode Island,2017,Apr,26,0.0,0.0,57.0,0.0
South Carolina,2017,Apr,26,0.0,0.0,59.0,0.0
South Dakota,2017,Apr,26,0.0,0.0,3.0,0.0
Tennessee,2017,Apr,26,0.0,0.0,61.0,0.0
Texas‡,2017,Apr,26,0.0,5.0,326.0,0.0
Utah,2017,Apr,26,0.0,0.0,22.0,0.0
Vermont,2017,Apr,26,0.0,0.0,13.0,0.0
Virginia,2017,Apr,26,0.0,0.0,115.0,0.0
Washington,2017,Apr,26,0.0,0.0,72.0,0.0
West Virginia,2017,Apr,26,0.0,1.0,11.0,0.0
Wisconsin,2017,Apr,26,0.0,0.0,56.0,0.0
Wyoming,2017,Apr,26,0.0,0.0,2.0,0.0
American Samoa,2017,Apr,26,0.0,0.0,132.0,0.0
Puerto Rico,2017,Apr,26,0.0,325.0,35423.0,0.0
US Virgin Islands,2017,Apr,26,0.0,0.0,1020.0,0.0
Alabama,2017,May,3,0.0,1.0,40.0,0.0
Arizona,2017,May,3,0.0,1.0,55.0,0.0
Arkansas,2017,May,3,0.0,0.0,15.0,0.0
California,2017,May,3,0.0,5.0,447.0,0.0
Colorado,2017,May,3,0.0,0.0,59.0,0.0
Connecticut,2017,May,3,0.0,0.0,58.0,0.0
Delaware,2017,May,3,0.0,0.0,17.0,0.0
District of Columbia,2017,May,3,0.0,0.0,43.0,0.0
Florida‡,2017,May,3,0.0,26.0,1134.0,0.0
Georgia,2017,May,3,0.0,6.0,110.0,0.0
Hawaii,2017,May,3,0.0,0.0,16.0,0.0
Idaho,2017,May,3,0.0,0.0,4.0,0.0
Illinois,2017,May,3,0.0,0.0,105.0,0.0
Indiana,2017,May,3,0.0,0.0,51.0,0.0
Iowa,2017,May,3,0.0,1.0,27.0,0.0
Kansas,2017,May,3,0.0,0.0,22.0,0.0
Kentucky,2017,May,3,0.0,0.0,34.0,0.0
Louisiana,2017,May,3,0.0,0.0,39.0,0.0
Maine,2017,May,3,0.0,0.0,14.0,0.0
Maryland,2017,May,3,0.0,0.0,134.0,0.0
Massachusetts,2017,May,3,0.0,1.0,128.0,0.0
Michigan,2017,May,3,0.0,0.0,73.0,0.0
Minnesota,2017,May,3,0.0,0.0,64.0,0.0
Mississippi,2017,May,3,0.0,0.0,25.0,0.0
Missouri,2017,May,3,0.0,0.0,38.0,0.0
Montana,2017,May,3,0.0,0.0,9.0,0.0
Nebraska,2017,May,3,0.0,0.0,13.0,0.0
Nevada,2017,May,3,0.0,1.0,22.0,0.0
New Hampshire,2017,May,3,0.0,0.0,13.0,0.0
New Jersey,2017,May,3,0.0,0.0,189.0,0.0
New Mexico,2017,May,3,0.0,0.0,10.0,0.0
New York,2017,May,3,0.0,3.0,1021.0,0.0
North Carolina,2017,May,3,0.0,0.0,100.0,0.0
North Dakota,2017,May,3,0.0,0.0,3.0,0.0
Ohio,2017,May,3,0.0,0.0,85.0,0.0
Oklahoma,2017,May,3,0.0,0.0,29.0,0.0
Oregon,2017,May,3,0.0,0.0,49.0,0.0
Pennsylvania,2017,May,3,0.0,0.0,179.0,0.0
Rhode Island,2017,May,3,0.0,0.0,57.0,0.0
South Carolina,2017,May,3,0.0,0.0,59.0,0.0
South Dakota,2017,May,3,0.0,0.0,3.0,0.0
Tennessee,2017,May,3,0.0,0.0,61.0,0.0
Texas‡,2017,May,3,0.0,5.0,326.0,0.0
Utah,2017,May,3,0.0,0.0,22.0,0.0
Vermont,2017,May,3,0.0,0.0,13.0,0.0
Virginia,2017,May,3,0.0,0.0,116.0,0.0
Washington,2017,May,3,0.0,0.0,72.0,0.0
West Virginia,2017,May,3,0.0,1.0,11.0,0.0
Wisconsin,2017,May,3,0.0,0.0,58.0,0.0
Wyoming,2017,May,3,0.0,0.0,2.0,0.0
American Samoa,2017,May,3,0.0,0.0,132.0,0.0
Puerto Rico,2017,May,3,0.0,325.0,35422.0,0.0
US Virgin Islands,2017,May,3,0.0,0.0,1020.0,0.0
Alabama,2017,May,10,0.0,0.0,3.0,0.0
Alaska,2017,May,10,0.0,0.0,1.0,0.0
Arizona,2017,May,10,0.0,0.0,1.0,0.0
Arkansas,2017,May,10,0.0,0.0,0.0,0.0
California,2017,May,10,0.0,1.0,12.0,0.0
Colorado,2017,May,10,0.0,0.0,3.0,0.0
Connecticut,2017,May,10,0.0,0.0,0.0,0.0
Delaware,2017,May,10,0.0,0.0,0.0,0.0
District of Columbia,2017,May,10,0.0,0.0,0.0,0.0
Florida,2017,May,10,0.0,3.0,12.0,0.0
Georgia,2017,May,10,0.0,0.0,1.0,0.0
Hawaii,2017,May,10,0.0,0.0,0.0,0.0
Idaho,2017,May,10,0.0,0.0,0.0,0.0
Illinois,2017,May,10,0.0,0.0,2.0,0.0
Indiana,2017,May,10,0.0,0.0,1.0,0.0
Iowa,2017,May,10,0.0,0.0,1.0,0.0
Kansas,2017,May,10,0.0,0.0,2.0,0.0
Kentucky,2017,May,10,0.0,0.0,1.0,0.0
Louisiana,2017,May,10,0.0,0.0,1.0,0.0
Maine,2017,May,10,0.0,0.0,1.0,0.0
Maryland,2017,May,10,0.0,0.0,3.0,0.0
Massachusetts,2017,May,10,0.0,0.0,5.0,0.0
Michigan,2017,May,10,0.0,0.0,6.0,0.0
Minnesota,2017,May,10,0.0,0.0,0.0,0.0
Mississippi,2017,May,10,0.0,0.0,2.0,0.0
Missouri,2017,May,10,0.0,0.0,1.0,0.0
Montana,2017,May,10,0.0,0.0,0.0,0.0
Nebraska,2017,May,10,0.0,0.0,0.0,0.0
Nevada,2017,May,10,0.0,0.0,0.0,0.0
New Hampshire,2017,May,10,0.0,0.0,0.0,0.0
New Jersey,2017,May,10,0.0,0.0,2.0,0.0
New Mexico,2017,May,10,0.0,0.0,0.0,0.0
New York,2017,May,10,0.0,1.0,18.0,0.0
North Carolina,2017,May,10,0.0,0.0,3.0,0.0
North Dakota,2017,May,10,0.0,0.0,0.0,0.0
Ohio,2017,May,10,0.0,0.0,3.0,0.0
Oklahoma,2017,May,10,0.0,0.0,0.0,0.0
Oregon,2017,May,10,0.0,0.0,1.0,0.0
Pennsylvania,2017,May,10,0.0,0.0,3.0,0.0
Rhode Island,2017,May,10,0.0,0.0,2.0,0.0
South Carolina,2017,May,10,0.0,0.0,0.0,0.0
South Dakota,2017,May,10,0.0,0.0,0.0,0.0
Tennessee,2017,May,10,0.0,0.0,0.0,0.0
Texas,2017,May,10,0.0,1.0,10.0,0.0
Utah,2017,May,10,0.0,0.0,0.0,0.0
Vermont,2017,May,10,0.0,0.0,2.0,0.0
Virginia,2017,May,10,0.0,0.0,3.0,0.0
Washington,2017,May,10,0.0,0.0,2.0,0.0
West Virginia,2017,May,10,0.0,1.0,0.0,0.0
Wisconsin,2017,May,10,0.0,0.0,2.0,0.0
Wyoming,2017,May,10,0.0,0.0,0.0,0.0
American Samoa,2017,May,10,0.0,0.0,3.0,0.0
Puerto Rico,2017,May,10,0.0,3.0,456.0,0.0
U.S. Virgin Islands,2017,May,10,0.0,0.0,34.0,0.0
Alabama,2017,May,17,0.0,0.0,3.0,0.0
Alaska,2017,May,17,0.0,0.0,1.0,0.0
Arizona,2017,May,17,0.0,0.0,1.0,0.0
Arkansas,2017,May,17,0.0,0.0,0.0,0.0
California,2017,May,17,0.0,1.0,13.0,0.0
Colorado,2017,May,17,0.0,0.0,3.0,0.0
Connecticut,2017,May,17,0.0,0.0,0.0,0.0
Delaware,2017,May,17,0.0,0.0,0.0,0.0
District of Columbia,2017,May,17,0.0,0.0,0.0,0.0
Florida,2017,May,17,0.0,3.0,13.0,0.0
Georgia,2017,May,17,0.0,0.0,1.0,0.0
Hawaii,2017,May,17,0.0,0.0,0.0,0.0
Idaho,2017,May,17,0.0,0.0,0.0,0.0
Illinois,2017,May,17,0.0,0.0,4.0,0.0
Indiana,2017,May,17,0.0,0.0,1.0,0.0
Iowa,2017,May,17,0.0,0.0,1.0,0.0
Kansas,2017,May,17,0.0,0.0,2.0,0.0
Kentucky,2017,May,17,0.0,0.0,1.0,0.0
Louisiana,2017,May,17,0.0,0.0,1.0,0.0
Maine,2017,May,17,0.0,0.0,1.0,0.0
Maryland,2017,May,17,0.0,0.0,3.0,0.0
Massachusetts,2017,May,17,0.0,0.0,5.0,0.0
Michigan,2017,May,17,0.0,0.0,6.0,0.0
Minnesota,2017,May,17,0.0,0.0,0.0,0.0
Mississippi,2017,May,17,0.0,0.0,2.0,0.0
Missouri,2017,May,17,0.0,0.0,1.0,0.0
Montana,2017,May,17,0.0,0.0,0.0,0.0
Nebraska,2017,May,17,0.0,0.0,0.0,0.0
Nevada,2017,May,17,0.0,0.0,0.0,0.0
New Hampshire,2017,May,17,0.0,0.0,0.0,0.0
New Jersey,2017,May,17,0.0,0.0,2.0,0.0
New Mexico,2017,May,17,0.0,0.0,0.0,0.0
New York,2017,May,17,0.0,1.0,23.0,0.0
North Carolina,2017,May,17,0.0,0.0,3.0,0.0
North Dakota,2017,May,17,0.0,0.0,0.0,0.0
Ohio,2017,May,17,0.0,0.0,3.0,0.0
Oklahoma,2017,May,17,0.0,0.0,0.0,0.0
Oregon,2017,May,17,0.0,0.0,1.0,0.0
Pennsylvania,2017,May,17,0.0,0.0,3.0,0.0
Rhode Island,2017,May,17,0.0,0.0,2.0,0.0
South Carolina,2017,May,17,0.0,0.0,0.0,0.0
South Dakota,2017,May,17,0.0,0.0,0.0,0.0
Tennessee,2017,May,17,0.0,0.0,0.0,0.0
Texas,2017,May,17,0.0,1.0,10.0,0.0
Utah,2017,May,17,0.0,0.0,0.0,0.0
Vermont,2017,May,17,0.0,0.0,2.0,0.0
Virginia,2017,May,17,0.0,0.0,3.0,0.0
Washington,2017,May,17,0.0,0.0,2.0,0.0
West Virginia,2017,May,17,0.0,1.0,0.0,0.0
Wisconsin,2017,May,17,0.0,0.0,2.0,0.0
Wyoming,2017,May,17,0.0,0.0,0.0,0.0
American Samoa,2017,May,17,0.0,0.0,3.0,0.0
Puerto Rico,2017,May,17,0.0,3.0,458.0,0.0
U.S. Virgin Islands,2017,May,17,0.0,0.0,34.0,0.0
Alabama,2017,May,24,0.0,0.0,3.0,0.0
Alaska,2017,May,24,0.0,0.0,1.0,0.0
Arizona,2017,May,24,0.0,0.0,1.0,0.0
Arkansas,2017,May,24,0.0,0.0,0.0,0.0
California,2017,May,24,0.0,1.0,13.0,0.0
Colorado,2017,May,24,0.0,0.0,3.0,0.0
Connecticut,2017,May,24,0.0,0.0,0.0,0.0
Delaware,2017,May,24,0.0,0.0,0.0,0.0
District of Columbia,2017,May,24,0.0,0.0,0.0,0.0
Florida,2017,May,24,0.0,3.0,14.0,0.0
Georgia,2017,May,24,0.0,0.0,1.0,0.0
Hawaii,2017,May,24,0.0,0.0,0.0,0.0
Idaho,2017,May,24,0.0,0.0,0.0,0.0
Illinois,2017,May,24,0.0,0.0,4.0,0.0
Indiana,2017,May,24,0.0,0.0,1.0,0.0
Iowa,2017,May,24,0.0,0.0,1.0,0.0
Kansas,2017,May,24,0.0,0.0,2.0,0.0
Kentucky,2017,May,24,0.0,0.0,1.0,0.0
Louisiana,2017,May,24,0.0,0.0,1.0,0.0
Maine,2017,May,24,0.0,0.0,1.0,0.0
Maryland,2017,May,24,0.0,0.0,3.0,0.0
Massachusetts,2017,May,24,0.0,0.0,5.0,0.0
Michigan,2017,May,24,0.0,0.0,6.0,0.0
Minnesota,2017,May,24,0.0,0.0,0.0,0.0
Mississippi,2017,May,24,0.0,0.0,2.0,0.0
Missouri,2017,May,24,0.0,0.0,1.0,0.0
Montana,2017,May,24,0.0,0.0,0.0,0.0
Nebraska,2017,May,24,0.0,0.0,0.0,0.0
Nevada,2017,May,24,0.0,0.0,0.0,0.0
New Hampshire,2017,May,24,0.0,0.0,0.0,0.0
New Jersey,2017,May,24,0.0,0.0,2.0,0.0
New Mexico,2017,May,24,0.0,0.0,0.0,0.0
New York,2017,May,24,0.0,1.0,24.0,0.0
North Carolina,2017,May,24,0.0,0.0,3.0,0.0
North Dakota,2017,May,24,0.0,0.0,0.0,0.0
Ohio,2017,May,24,0.0,0.0,3.0,0.0
Oklahoma,2017,May,24,0.0,0.0,0.0,0.0
Oregon,2017,May,24,0.0,0.0,1.0,0.0
Pennsylvania,2017,May,24,0.0,0.0,3.0,0.0
Rhode Island,2017,May,24,0.0,0.0,2.0,0.0
South Carolina,2017,May,24,0.0,0.0,0.0,0.0
South Dakota,2017,May,24,0.0,0.0,0.0,0.0
Tennessee,2017,May,24,0.0,0.0,0.0,0.0
Texas,2017,May,24,0.0,1.0,10.0,0.0
Utah,2017,May,24,0.0,0.0,0.0,0.0
Vermont,2017,May,24,0.0,0.0,2.0,0.0
Virginia,2017,May,24,0.0,0.0,3.0,0.0
Washington,2017,May,24,0.0,0.0,2.0,0.0
West Virginia,2017,May,24,0.0,2.0,0.0,0.0
Wisconsin,2017,May,24,0.0,0.0,2.0,0.0
Wyoming,2017,May,24,0.0,0.0,0.0,0.0
American Samoa,2017,May,24,0.0,0.0,3.0,0.0
Puerto Rico,2017,May,24,0.0,3.0,459.0,0.0
U.S. Virgin Islands,2017,May,24,0.0,0.0,36.0,0.0
Alabama,2017,May,31,0.0,0.0,3.0,0.0
Alaska,2017,May,31,0.0,0.0,1.0,0.0
Arizona,2017,May,31,0.0,0.0,1.0,0.0
Arkansas,2017,May,31,0.0,0.0,0.0,0.0
California,2017,May,31,0.0,1.0,13.0,0.0
Colorado,2017,May,31,0.0,0.0,3.0,0.0
Connecticut,2017,May,31,0.0,0.0,0.0,0.0
Delaware,2017,May,31,0.0,0.0,0.0,0.0
District of Columbia,2017,May,31,0.0,0.0,0.0,0.0
Florida,2017,May,31,0.0,3.0,15.0,0.0
Georgia,2017,May,31,0.0,0.0,1.0,0.0
Hawaii,2017,May,31,0.0,0.0,0.0,0.0
Idaho,2017,May,31,0.0,0.0,0.0,0.0
Illinois,2017,May,31,0.0,0.0,4.0,0.0
Indiana,2017,May,31,0.0,0.0,1.0,0.0
Iowa,2017,May,31,0.0,0.0,1.0,0.0
Kansas,2017,May,31,0.0,0.0,2.0,0.0
Kentucky,2017,May,31,0.0,0.0,1.0,0.0
Louisiana,2017,May,31,0.0,0.0,1.0,0.0
Maine,2017,May,31,0.0,0.0,1.0,0.0
Maryland,2017,May,31,0.0,0.0,3.0,0.0
Massachusetts,2017,May,31,0.0,0.0,5.0,0.0
Michigan,2017,May,31,0.0,0.0,6.0,0.0
Minnesota,2017,May,31,0.0,0.0,0.0,0.0
Mississippi,2017,May,31,0.0,0.0,2.0,0.0
Missouri,2017,May,31,0.0,0.0,1.0,0.0
Montana,2017,May,31,0.0,0.0,0.0,0.0
Nebraska,2017,May,31,0.0,0.0,1.0,0.0
Nevada,2017,May,31,0.0,0.0,0.0,0.0
New Hampshire,2017,May,31,0.0,0.0,0.0,0.0
New Jersey,2017,May,31,0.0,0.0,2.0,0.0
New Mexico,2017,May,31,0.0,0.0,0.0,0.0
New York,2017,May,31,0.0,1.0,24.0,0.0
North Carolina,2017,May,31,0.0,0.0,3.0,0.0
North Dakota,2017,May,31,0.0,0.0,0.0,0.0
Ohio,2017,May,31,0.0,0.0,3.0,0.0
Oklahoma,2017,May,31,0.0,0.0,0.0,0.0
Oregon,2017,May,31,0.0,0.0,1.0,0.0
Pennsylvania,2017,May,31,0.0,0.0,3.0,0.0
Rhode Island,2017,May,31,0.0,0.0,2.0,0.0
South Carolina,2017,May,31,0.0,0.0,0.0,0.0
South Dakota,2017,May,31,0.0,0.0,0.0,0.0
Tennessee,2017,May,31,0.0,0.0,0.0,0.0
Texas,2017,May,31,0.0,1.0,10.0,0.0
Utah,2017,May,31,0.0,0.0,0.0,0.0
Vermont,2017,May,31,0.0,0.0,2.0,0.0
Virginia,2017,May,31,0.0,0.0,3.0,0.0
Washington,2017,May,31,0.0,0.0,2.0,0.0
West Virginia,2017,May,31,0.0,2.0,0.0,0.0
Wisconsin,2017,May,31,0.0,0.0,2.0,0.0
Wyoming,2017,May,31,0.0,0.0,0.0,0.0
American Samoa,2017,May,31,0.0,0.0,3.0,0.0
Puerto Rico,2017,May,31,0.0,3.0,460.0,0.0
U.S. Virgin Islands,2017,May,31,0.0,0.0,36.0,0.0
Alabama,2017,Jun,7,0.0,0.0,3.0,0.0
Alaska,2017,Jun,7,0.0,0.0,1.0,0.0
Arizona,2017,Jun,7,0.0,0.0,1.0,0.0
Arkansas,2017,Jun,7,0.0,0.0,0.0,0.0
California,2017,Jun,7,0.0,1.0,14.0,0.0
Colorado,2017,Jun,7,0.0,0.0,3.0,0.0
Connecticut,2017,Jun,7,0.0,0.0,0.0,0.0
Delaware,2017,Jun,7,0.0,0.0,0.0,0.0
District of Columbia,2017,Jun,7,0.0,0.0,0.0,0.0
Florida,2017,Jun,7,0.0,3.0,15.0,0.0
Georgia,2017,Jun,7,0.0,0.0,1.0,0.0
Hawaii,2017,Jun,7,0.0,0.0,1.0,0.0
Idaho,2017,Jun,7,0.0,0.0,0.0,0.0
Illinois,2017,Jun,7,0.0,0.0,4.0,0.0
Indiana,2017,Jun,7,0.0,0.0,1.0,0.0
Iowa,2017,Jun,7,0.0,0.0,1.0,0.0
Kansas,2017,Jun,7,0.0,0.0,2.0,0.0
Kentucky,2017,Jun,7,0.0,0.0,1.0,0.0
Louisiana,2017,Jun,7,0.0,0.0,1.0,0.0
Maine,2017,Jun,7,0.0,0.0,1.0,0.0
Maryland,2017,Jun,7,0.0,0.0,3.0,0.0
Massachusetts,2017,Jun,7,0.0,0.0,5.0,0.0
Michigan,2017,Jun,7,0.0,0.0,6.0,0.0
Minnesota,2017,Jun,7,0.0,0.0,0.0,0.0
Mississippi,2017,Jun,7,0.0,0.0,2.0,0.0
Missouri,2017,Jun,7,0.0,0.0,1.0,0.0
Montana,2017,Jun,7,0.0,0.0,0.0,0.0
Nebraska,2017,Jun,7,0.0,0.0,1.0,0.0
Nevada,2017,Jun,7,0.0,0.0,0.0,0.0
New Hampshire,2017,Jun,7,0.0,0.0,0.0,0.0
New Jersey,2017,Jun,7,0.0,0.0,2.0,0.0
New Mexico,2017,Jun,7,0.0,0.0,0.0,0.0
New York,2017,Jun,7,0.0,1.0,24.0,0.0
North Carolina,2017,Jun,7,0.0,0.0,3.0,0.0
North Dakota,2017,Jun,7,0.0,0.0,0.0,0.0
Ohio,2017,Jun,7,0.0,0.0,3.0,0.0
Oklahoma,2017,Jun,7,0.0,0.0,0.0,0.0
Oregon,2017,Jun,7,0.0,0.0,1.0,0.0
